rank,gid,role,priority_score,why
35,100000008304139100,distributor,74.55,"Приоритет 74.55/100. Переводит средства 24 уникальным получателям; исходящий объём 1,692,997 KZT превышает входящий 189,330 KZT."
36,100000006977207100,distributor,74.54,"Приоритет 74.54/100. Переводит средства 15 уникальным получателям; исходящий объём 4,157,018 KZT превышает входящий 414,000 KZT."
37,100000004156082100,distributor,74.52,"Приоритет 74.52/100. Переводит средства 26 уникальным получателям; исходящий объём 2,319,556 KZT превышает входящий 377,366 KZT."
38,100000008659445100,distributor,74.41,"Приоритет 74.41/100. Переводит средства 4 уникальным получателям; исходящий объём 875,150 KZT превышает входящий 138,490 KZT."
39,100000008460102100,distributor,74.13,"Приоритет 74.13/100. Переводит средства 31 уникальным получателям; исходящий объём 476,570 KZT превышает входящий 17,500 KZT."
40,100000008637537100,distributor,73.81,"Приоритет 73.81/100. Переводит средства 3 уникальным получателям; исходящий объём 2,351,495 KZT превышает входящий 619,890 KZT."
41,100000005382566100,terminal,73.69,"Приоритет 73.69/100. Получает 393,066 KZT, исходящий объём составляет 50,000 KZT (13% входящего)."
42,100000004041163100,transit,73.65,"Приоритет 73.65/100. Получает 50,000 KZT и переводит дальше 100% входящего объёма."
43,100000007442518100,distributor,73.56,"Приоритет 73.56/100. Переводит средства 9 уникальным получателям; исходящий объём 4,419,999 KZT превышает входящий 510,000 KZT."
44,100000004351795100,distributor,73.34,"Приоритет 73.34/100. Переводит средства 14 уникальным получателям; исходящий объём 1,715,161 KZT превышает входящий 118,333 KZT."
45,100000003977183100,distributor,73.22,"Приоритет 73.22/100. Переводит средства 4 уникальным получателям; исходящий объём 766,000 KZT превышает входящий 123,800 KZT."
46,100000004269433100,peripheral,73.21,"Приоритет 73.21/100. Небольшая активность: 0 уникальных отправителей, 1 получателей, оборот 1,372,000 KZT."
47,100000004007116100,terminal,73.09,"Приоритет 73.09/100. Получает 764,704 KZT, исходящий объём составляет 148,000 KZT (19% входящего)."
48,100000003854444100,distributor,72.87,"Приоритет 72.87/100. Переводит средства 14 уникальным получателям; исходящий объём 2,322,909 KZT превышает входящий 210,000 KZT."
49,100000008743913100,distributor,72.87,"Приоритет 72.87/100. Переводит средства 13 уникальным получателям; исходящий объём 1,850,600 KZT превышает входящий 149,300 KZT."
50,100000008512827100,distributor,72.77,"Приоритет 72.77/100. Переводит средства 10 уникальным получателям; исходящий объём 1,944,500 KZT превышает входящий 107,949 KZT."
51,100000004813068100,distributor,72.69,"Приоритет 72.69/100. Переводит средства 3 уникальным получателям; исходящий объём 297,000 KZT превышает входящий 0 KZT."
52,100000003796063100,distributor,72.49,"Приоритет 72.49/100. Переводит средства 15 уникальным получателям; исходящий объём 959,150 KZT превышает входящий 35,000 KZT."
53,100000008517538100,distributor,72.47,"Приоритет 72.47/100. Переводит средства 17 уникальным получателям; исходящий объём 1,439,000 KZT превышает входящий 155,500 KZT."
54,100000006707582100,distributor,72.34,"Приоритет 72.34/100. Переводит средства 14 уникальным получателям; исходящий объём 961,138 KZT превышает входящий 39,520 KZT."
55,100000004388983100,peripheral,72.3,"Приоритет 72.3/100. Небольшая активность: 0 уникальных отправителей, 2 получателей, оборот 450,816 KZT."
56,100000008346837100,distributor,72.26,"Приоритет 72.26/100. Переводит средства 25 уникальным получателям; исходящий объём 1,258,643 KZT превышает входящий 254,359 KZT."
57,100000001162560100,distributor,72.05,"Приоритет 72.05/100. Переводит средства 12 уникальным получателям; исходящий объём 2,904,398 KZT превышает входящий 331,300 KZT."
58,100000002963189100,distributor,71.9,"Приоритет 71.9/100. Переводит средства 7 уникальным получателям; исходящий объём 5,219,000 KZT превышает входящий 490,000 KZT."
59,100000003242289100,distributor,71.9,"Приоритет 71.9/100. Переводит средства 23 уникальным получателям; исходящий объём 2,377,741 KZT превышает входящий 550,791 KZT."
60,100000004160650100,distributor,71.8,"Приоритет 71.8/100. Переводит средства 10 уникальным получателям; исходящий объём 1,489,827 KZT превышает входящий 75,100 KZT."
61,100000002718366100,terminal,71.7,"Приоритет 71.7/100. Получает 2,525,000 KZT, исходящий объём составляет 0 KZT (0% входящего)."
62,100000008746449100,distributor,71.69,"Приоритет 71.69/100. Переводит средства 10 уникальным получателям; исходящий объём 1,009,000 KZT превышает входящий 10,000 KZT."
63,100000004906181100,distributor,71.56,"Приоритет 71.56/100. Переводит средства 7 уникальным получателям; исходящий объём 2,473,418 KZT превышает входящий 100,000 KZT."
64,100000004019124100,terminal,71.49,"Приоритет 71.49/100. Получает 193,000 KZT, исходящий объём составляет 0 KZT (0% входящего)."
65,100000002398779100,consolidator,71.39,"Приоритет 71.39/100. Получает средства от 13 уникальных отправителей; входящий объём 1,095,690 KZT превышает исходящий 66,000 KZT."
66,100000005523088100,terminal,71.33,"Приоритет 71.33/100. Получает 700,000 KZT, исходящий объём составляет 0 KZT (0% входящего)."
67,100000007392365100,distributor,71.22,"Приоритет 71.22/100. Переводит средства 6 уникальным получателям; исходящий объём 1,765,600 KZT превышает входящий 9,613 KZT."
68,100000008571433100,transit,71.06,"Приоритет 71.06/100. Получает 350,000 KZT и переводит дальше 100% входящего объёма."
69,100000008545727100,distributor,70.99,"Приоритет 70.99/100. Переводит средства 6 уникальным получателям; исходящий объём 1,866,500 KZT превышает входящий 30,000 KZT."
70,100000006274203100,terminal,70.94,"Приоритет 70.94/100. Получает 3,417,512 KZT, исходящий объём составляет 72,000 KZT (2% входящего)."
71,100000002175422100,distributor,70.89,"Приоритет 70.89/100. Переводит средства 6 уникальным получателям; исходящий объём 1,621,188 KZT превышает входящий 68,500 KZT."
72,100000008516839100,terminal,70.88,"Приоритет 70.88/100. Получает 155,000 KZT, исходящий объём составляет 0 KZT (0% входящего)."
73,100000005578559100,distributor,70.74,"Приоритет 70.74/100. Переводит средства 21 уникальным получателям; исходящий объём 893,164 KZT превышает входящий 131,000 KZT."
74,100000005933757100,distributor,70.72,"Приоритет 70.72/100. Переводит средства 34 уникальным получателям; исходящий объём 3,002,628 KZT превышает входящий 1,246,000 KZT."
75,100000000089154100,distributor,70.68,"Приоритет 70.68/100. Переводит средства 15 уникальным получателям; исходящий объём 425,500 KZT превышает входящий 10,000 KZT."
76,100000002547110100,terminal,70.24,"Приоритет 70.24/100. Получает 1,500,000 KZT, исходящий объём составляет 0 KZT (0% входящего)."
77,100000004962193100,terminal,70.18,"Приоритет 70.18/100. Получает 900,468 KZT, исходящий объём составляет 0 KZT (0% входящего)."
78,100000005782781100,distributor,70.14,"Приоритет 70.14/100. Переводит средства 10 уникальным получателям; исходящий объём 1,263,597 KZT превышает входящий 171,888 KZT."
79,100000005910114100,distributor,69.93,"Приоритет 69.93/100. Переводит средства 19 уникальным получателям; исходящий объём 1,469,993 KZT превышает входящий 326,144 KZT."
80,100000008752616100,distributor,69.9,"Приоритет 69.9/100. Переводит средства 7 уникальным получателям; исходящий объём 1,265,000 KZT превышает входящий 64,510 KZT."
81,100000002241986100,distributor,69.88,"Приоритет 69.88/100. Переводит средства 6 уникальным получателям; исходящий объём 3,077,000 KZT превышает входящий 280,000 KZT."
82,100000004150593100,distributor,69.8,"Приоритет 69.8/100. Переводит средства 11 уникальным получателям; исходящий объём 871,165 KZT превышает входящий 57,000 KZT."
83,100000001282143100,terminal,69.76,"Приоритет 69.76/100. Получает 1,700,000 KZT, исходящий объём составляет 0 KZT (0% входящего)."
84,100000008748408100,distributor,69.55,"Приоритет 69.55/100. Переводит средства 21 уникальным получателям; исходящий объём 1,499,960 KZT превышает входящий 360,000 KZT."
85,100000005668605100,terminal,69.49,"Приоритет 69.49/100. Получает 94,500 KZT, исходящий объём составляет 0 KZT (0% входящего)."
86,100000006249740100,distributor,69.45,"Приоритет 69.45/100. Переводит средства 3 уникальным получателям; исходящий объём 93,007 KZT превышает входящий 0 KZT."
87,100000002748180100,distributor,69.43,"Приоритет 69.43/100. Переводит средства 8 уникальным получателям; исходящий объём 679,743 KZT превышает входящий 9,900 KZT."
88,100000007594394100,transit,69.35,"Приоритет 69.35/100. Получает 395,385 KZT и переводит дальше 100% входящего объёма."
89,100000008575624100,distributor,69.34,"Приоритет 69.34/100. Переводит средства 3 уникальным получателям; исходящий объём 89,500 KZT превышает входящий 0 KZT."
90,100000008758168100,distributor,69.29,"Приоритет 69.29/100. Переводит средства 5 уникальным получателям; исходящий объём 1,533,600 KZT превышает входящий 75,410 KZT."
91,100000008686313100,terminal,69.18,"Приоритет 69.18/100. Получает 1,912,716 KZT, исходящий объём составляет 333,800 KZT (17% входящего)."
92,100000008137435100,distributor,69.15,"Приоритет 69.15/100. Переводит средства 6 уникальным получателям; исходящий объём 1,419,700 KZT превышает входящий 93,906 KZT."
93,100000001937767100,distributor,69.13,"Приоритет 69.13/100. Переводит средства 4 уникальным получателям; исходящий объём 1,933,000 KZT превышает входящий 53,000 KZT."
94,100000001303311100,terminal,69.06,"Приоритет 69.06/100. Получает 1,324,000 KZT, исходящий объём составляет 0 KZT (0% входящего)."
95,100000007639767100,distributor,69.0,"Приоритет 69.0/100. Переводит средства 10 уникальным получателям; исходящий объём 822,244 KZT превышает входящий 90,913 KZT."
96,100000004892144100,terminal,68.85,"Приоритет 68.85/100. Получает 4,500,000 KZT, исходящий объём составляет 180,300 KZT (4% входящего)."
97,100000004015047100,terminal,68.73,"Приоритет 68.73/100. Получает 919,104 KZT, исходящий объём составляет 69,195 KZT (8% входящего)."
98,100000002605308100,terminal,68.72,"Приоритет 68.72/100. Получает 2,569,522 KZT, исходящий объём составляет 0 KZT (0% входящего)."
99,100000008144528100,terminal,68.46,"Приоритет 68.46/100. Получает 1,068,203 KZT, исходящий объём составляет 0 KZT (0% входящего)."
100,100000003835149100,transit,68.44,"Приоритет 68.44/100. Получает 248,500 KZT и переводит дальше 100% входящего объёма."
