rank,gid,role,priority_score,why
72,100000003796063100,distributor,0.7854,"1 входящих связей от 1 отправителей; 15 исходящих связей к 15 получателям; вход 35,000 KZT, выход 959,150 KZT"
73,100000007055802100,consolidator,0.7837,"6 входящих связей от 6 отправителей; 1 исходящих связей к 1 получателям; вход 2,024,999 KZT, выход 605,000 KZT"
74,100000008512552100,distributor,0.7836,"4 входящих связей от 4 отправителей; 6 исходящих связей к 6 получателям; вход 394,360 KZT, выход 1,302,275 KZT"
75,100000000706545100,consolidator,0.7816,"3 входящих связей от 3 отправителей; 1 исходящих связей к 1 получателям; вход 1,070,300 KZT, выход 75,800 KZT"
76,100000008389800100,distributor,0.7761,"3 входящих связей от 3 отправителей; 7 исходящих связей к 7 получателям; вход 189,000 KZT, выход 401,620 KZT"
77,100000003854444100,distributor,0.7744,"1 входящих связей от 1 отправителей; 14 исходящих связей к 14 получателям; вход 210,000 KZT, выход 2,322,909 KZT"
78,100000005782781100,distributor,0.7743,"6 входящих связей от 6 отправителей; 10 исходящих связей к 10 получателям; вход 171,888 KZT, выход 1,263,597 KZT"
79,100000008730846100,coordinator,0.7742,"7 входящих связей от 7 отправителей; 3 исходящих связей к 3 получателям; вход 155,042 KZT, выход 363,370 KZT"
80,100000004603109100,peripheral,0.7736,"3 входящих связей от 3 отправителей; 2 исходящих связей к 2 получателям; вход 2,730,000 KZT, выход 400,000 KZT"
81,100000001530983100,distributor,0.7719,"4 входящих связей от 4 отправителей; 11 исходящих связей к 11 получателям; вход 564,158 KZT, выход 1,829,538 KZT"
82,100000003390036100,coordinator,0.7718,"2 входящих связей от 2 отправителей; 2 исходящих связей к 2 получателям; вход 231,300 KZT, выход 62,000 KZT"
83,100000004071080100,peripheral,0.7702,"9 входящих связей от 9 отправителей; 2 исходящих связей к 2 получателям; вход 238,600 KZT, выход 46,500 KZT"
84,100000008733194100,distributor,0.7622,"4 входящих связей от 4 отправителей; 8 исходящих связей к 8 получателям; вход 251,424 KZT, выход 159,695 KZT"
85,100000008547948100,distributor,0.7607,"6 входящих связей от 6 отправителей; 26 исходящих связей к 26 получателям; вход 212,665 KZT, выход 5,185,600 KZT"
86,100000008731444100,distributor,0.7548,"3 входящих связей от 3 отправителей; 9 исходящих связей к 9 получателям; вход 439,000 KZT, выход 879,768 KZT"
87,100000008011159100,distributor,0.7534,"3 входящих связей от 3 отправителей; 5 исходящих связей к 5 получателям; вход 363,000 KZT, выход 153,037 KZT"
88,100000005910114100,distributor,0.753,"3 входящих связей от 3 отправителей; 19 исходящих связей к 19 получателям; вход 326,144 KZT, выход 1,469,993 KZT"
89,100000004820260100,distributor,0.752,"1 входящих связей от 1 отправителей; 3 исходящих связей к 3 получателям; вход 234,200 KZT, выход 215,350 KZT"
90,100000008736940100,peripheral,0.7508,"3 входящих связей от 3 отправителей; 3 исходящих связей к 3 получателям; вход 451,090 KZT, выход 182,100 KZT"
91,100000002838861100,consolidator,0.7505,"5 входящих связей от 5 отправителей; 1 исходящих связей к 1 получателям; вход 554,524 KZT, выход 10,000 KZT"
92,100000004400305100,distributor,0.7472,"7 входящих связей от 7 отправителей; 82 исходящих связей к 82 получателям; вход 222,800 KZT, выход 5,830,181 KZT"
93,100000003154105100,distributor,0.7465,"1 входящих связей от 1 отправителей; 7 исходящих связей к 7 получателям; вход 60,000 KZT, выход 338,000 KZT"
94,100000001965374100,distributor,0.7441,"2 входящих связей от 2 отправителей; 3 исходящих связей к 3 получателям; вход 1,759,720 KZT, выход 3,082,100 KZT"
95,100000005519998100,transit,0.7439,"3 входящих связей от 3 отправителей; 3 исходящих связей к 3 получателям; вход 182,000 KZT, выход 188,000 KZT"
96,100000004135268100,distributor,0.7435,"2 входящих связей от 2 отправителей; 3 исходящих связей к 3 получателям; вход 1,239,000 KZT, выход 1,000,200 KZT"
97,100000000291906100,transit,0.7408,"2 входящих связей от 2 отправителей; 2 исходящих связей к 2 получателям; вход 388,000 KZT, выход 455,854 KZT"
98,100000000332284100,coordinator,0.7407,"10 входящих связей от 10 отправителей; 3 исходящих связей к 3 получателям; вход 107,426 KZT, выход 289,500 KZT"
99,100000001872484100,distributor,0.7375,"1 входящих связей от 1 отправителей; 3 исходящих связей к 3 получателям; вход 871,400 KZT, выход 514,580 KZT"
100,100000008546855100,coordinator,0.7369,"6 входящих связей от 6 отправителей; 2 исходящих связей к 2 получателям; вход 71,790 KZT, выход 10,000 KZT"
